,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1349.4563506679858,1349.4563506679858,344.27408329703223,344.27408329703223,233.0,232.0,225.0,217.0,229.125,222.25,214.3125,205.125,167.61290322580646,164.66666666666666,161.44827586206895,157.92857142857142,366.2813126546316,362.03867196751236,362.03867196751236,352.13917703090067
1,868.5439904980816,868.5439904980816,199.26048581924698,199.26048581924698,205.0,198.0,198.0,187.0,338.125,338.125,336.8125,336.75,308.15384615384613,308.08,307.962962962963,307.75,494.9747468305833,492.1463197058371,490.02499936227747,489.3178925810909
2,1247.3743204817508,1247.3743204817508,235.88920870341428,235.88920870341428,61.0,60.0,59.0,58.0,248.125,244.625,239.1875,232.4375,192.93548387096774,191.63333333333333,190.06896551724137,188.0,383.95898218429534,381.8376618407357,370.52395334175094,367.6955262170047
3,1128.0697013218748,1128.0697013218748,290.5755218618798,290.5755218618798,94.0,91.0,83.0,75.0,202.375,195.8125,187.75,179.8125,150.93548387096774,148.36666666666667,145.51724137931035,142.78571428571428,322.4406922210657,320.31937187750606,304.763022691402,302.6417023478424
4,359.87119370007133,359.87119370007133,74.39778770742356,74.39778770742356,78.0,76.0,76.0,73.0,157.625,157.5,156.9375,156.75,143.4814814814815,143.39285714285714,143.34615384615384,143.24137931034483,234.7594513539338,232.63813101037414,229.10259710444143,224.8599564173221
5,1147.9179502425927,1147.9179502425927,240.6741221218886,240.6741221218886,49.0,48.0,45.0,44.0,210.3125,206.9375,202.5,197.0625,158.67741935483872,156.86666666666667,154.86206896551724,152.71428571428572,316.78383797157335,311.1269837220809,304.05591591021545,303.34880912902895
6,697.7349830299048,697.7349830299048,176.9095655492057,176.9095655492057,64.0,63.0,60.0,57.0,172.125,170.125,166.3125,161.8125,140.25806451612902,139.46666666666667,138.51724137931035,137.39285714285714,263.0437226013957,260.21529547664954,255.26554800834367,243.24473272817235
7,1162.9192476767746,1162.9192476767746,258.0314476380008,258.0314476380008,47.0,46.0,45.0,45.0,203.5,196.875,189.1875,180.9375,151.74193548387098,149.2,146.41379310344828,143.42857142857142,325.2691193458119,322.4406922210657,321.7335854398791,319.6122650963195
8,660.1121041543475,660.1121041543475,208.87960715519822,208.87960715519822,53.0,53.0,50.0,47.0,175.5,172.625,168.9375,164.75,144.4516129032258,143.03333333333333,141.55172413793105,140.0,264.4579361637688,262.33661582020915,259.508188695463,253.85133444597056
9,480.5737160647953,480.5737160647953,122.30119005687654,122.30119005687654,86.0,85.0,85.0,84.0,171.25,171.0625,170.5,169.8125,157.08695652173913,157.04545454545453,156.83333333333334,156.4,272.23611075682084,266.5792565073284,262.33661582020915,251.0229073212244
10,1088.2841625329431,1088.2841625329431,192.4376972295427,192.4376972295427,85.0,79.0,71.0,66.0,221.25,218.9375,215.1875,210.25,173.93548387096774,172.43333333333334,170.82758620689654,169.07142857142858,323.85490578343877,321.73358543987916,321.7335854398791,314.6625176280137
11,1379.123632577876,1379.123632577876,327.5716422117918,327.5716422117918,49.0,47.0,47.0,47.0,205.9375,198.1875,189.5625,180.3125,146.38709677419354,143.7,140.68965517241378,137.32142857142858,340.1183617507294,340.1183617507294,329.5117600329312,323.85490578343877
12,773.131627455207,773.131627455207,152.11179119778038,152.11179119778038,30.0,29.0,21.0,20.0,189.25,186.9375,183.875,179.8125,154.8709677419355,153.8,152.51724137931035,151.03571428571428,282.13560569343247,280.72139213105936,276.4787514439401,275.064537881567
13,879.7581770303416,879.7581770303416,114.08972940683012,114.08972940683012,103.0,103.0,99.0,97.0,187.8125,186.9375,184.625,181.0625,150.3548387096774,150.13333333333333,149.72413793103448,148.89285714285714,289.9137802864845,285.67113959936523,283.5498192558056,272.23611075682084
14,218.41699598280954,218.41699598280954,165.91694716028945,165.91694716028945,98.0,97.0,93.0,92.0,109.6875,108.5625,107.375,106.375,101.19354838709677,100.53333333333333,99.79310344827586,99.07142857142857,171.11984104714452,171.11984104714452,167.58430714121178,167.58430714121175
15,926.8977217110277,926.8977217110277,246.99784537622983,246.99784537622983,46.0,43.0,43.0,42.0,187.75,182.375,176.125,169.4375,147.3548387096774,145.36666666666667,143.10344827586206,140.60714285714286,305.47012947258855,299.8132752230962,295.57063453597686,292.7422074112307
16,795.0969254206569,795.0969254206569,152.7960180884976,152.7960180884976,153.0,152.0,151.0,150.0,210.4375,207.375,203.3125,198.375,175.06451612903226,173.7,172.17241379310346,170.53571428571428,309.00566337852126,308.29855659733477,308.2985565973347,306.1772362537751
17,1299.7376486968546,1299.7376486968546,300.13846003850136,300.13846003850136,158.0,156.0,153.0,151.0,206.25,203.25,199.625,194.875,216.8,216.72727272727272,216.11111111111111,215.75,326.683332908185,318.905158315133,316.0767311903868,297.6919548795365
18,811.8540602987891,811.8540602987891,252.33446283951943,252.33446283951943,57.0,54.0,51.0,50.0,161.4375,157.4375,152.1875,146.0,123.64516129032258,121.76666666666667,119.6896551724138,117.5,256.6797615707168,254.55844122715712,244.65894629054546,226.98127676088177
19,817.6580857593324,817.6580857593324,82.55690619239265,82.55690619239265,23.0,20.0,18.0,17.0,183.25,182.5625,182.25,180.625,150.6551724137931,150.60714285714286,150.43333333333334,150.25925925925927,287.7924599429249,285.67113959936523,275.06453788156705,266.5792565073284
20,644.6329574013307,644.6329574013307,99.98721696408546,99.98721696408546,115.0,109.0,107.0,100.0,180.75,180.6875,179.3125,178.75,155.92857142857142,155.92592592592592,155.51724137931035,155.46153846153845,285.67113959936523,270.82189719444773,265.16504294495536,263.75082938258225
21,103.62039210301987,103.62039210301987,55.46975743328779,55.46975743328779,113.0,111.0,110.0,105.0,93.625,93.5,93.3125,93.0,100.75,99.0,96.83333333333333,94.71428571428571,144.2497833620557,140.71424945612296,140.71424945612296,140.0071426749364
22,582.7456530539672,582.7456530539672,116.13065290043033,116.13065290043033,79.0,74.0,64.0,64.0,179.5625,179.0,177.25,174.75,157.43333333333334,157.3793103448276,157.19354838709677,157.03571428571428,284.9640328181787,283.5498192558056,271.5290039756343,261.6295090390226
23,528.5184072237697,528.5184072237697,210.6888380138811,210.6888380138811,105.0,101.0,91.0,86.0,134.1875,133.5625,132.75,131.0,113.10714285714286,113.03703703703704,112.75862068965517,112.42307692307692,204.35385976291224,201.52543263816605,197.9898987322333,194.4543648263006
24,796.1537569629388,796.1537569629388,163.28000922656497,163.28000922656497,101.0,100.0,99.0,96.0,193.5,191.9375,188.75,184.5,158.4516129032258,157.86666666666667,156.89655172413794,155.57142857142858,299.8132752230962,287.7924599429249,287.08535316173834,280.01428534987286
25,385.76656729822656,385.76656729822656,84.34533179775212,84.34533179775212,60.0,58.0,45.0,32.0,118.5625,118.25,117.9375,117.1875,103.57142857142857,103.51851851851852,103.51724137931035,103.38461538461539,188.7975105768082,184.55486988968892,177.48380207782344,171.82694782833107
26,261.4127906136701,261.4127906136701,176.8712384876567,176.8712384876567,61.0,59.0,59.0,58.0,100.125,99.875,99.875,99.4375,136.5,131.2,126.0,121.28571428571429,209.30360723121808,176.7766952966369,161.92745289171938,161.22034611053283
27,255.83978165520705,255.83978165520705,205.5991038136738,205.5991038136738,92.0,80.0,74.0,74.0,152.4375,149.375,146.6875,144.5,181.25,178.6,175.33333333333334,171.71428571428572,261.6295090390226,251.02290732122438,231.22391744800106,210.0107140124046
28,568.4407678815257,568.4407678815257,181.75285031468883,181.75285031468883,87.0,87.0,84.0,80.0,168.6875,164.75,160.9375,157.3125,141.83870967741936,140.23333333333332,138.79310344827587,137.46428571428572,268.70057685088807,253.14422766478404,242.53762594698583,241.83051916579927
29,698.2257404777897,698.2257404777897,112.31947794800257,112.31947794800257,98.0,98.0,98.0,97.0,157.625,151.0625,144.625,138.75,192.75,191.4,190.66666666666666,189.42857142857142,280.01428534987286,265.16504294495536,263.75082938258225,242.53762594698583
30,290.5234669506967,290.5234669506967,121.0971977607564,121.0971977607564,43.0,42.0,41.0,38.0,110.3125,110.25,110.0625,109.6875,109.0,108.93333333333334,108.76470588235294,108.42857142857143,185.96908345206202,175.36248173426378,170.41273426595797,159.80613254815975
31,200.06478310481148,200.06478310481148,116.19202291780829,116.19202291780829,58.0,53.0,52.0,51.0,127.375,127.375,127.375,127.375,121.21428571428571,121.18518518518519,121.0,120.86206896551724,188.09040379562165,185.26197667087547,181.01933598375618,181.01933598375618
32,597.2676562306189,597.2676562306189,195.9746343984051,195.9746343984051,128.625,123.1875,117.875,112.75,103.29032258064517,101.26666666666667,99.24137931034483,97.21428571428571,231.9310242291876,223.44574285494903,213.54624791833737,200.81832585697953,,,,
